,0
0,1.7640523459676631
1,-0.42116988878048667
2,0.13654079626372329
3,1.728199574303141
4,2.260343964785449
5,-0.053647844327483485
6,0.9293993545979278
7,0.16166831905198498
8,-0.1022088803172152
9,0.22667649711807214
10,0.07677459818133703
11,1.3346263864702945
12,1.2653447788316026
13,0.7511216335257451
14,0.8916541373891445
15,0.8392700482727908
16,1.9984843460591217
17,0.8933356038643863
18,1.0196850450937585
19,-0.13434484470449903
20,-2.403030019336513
21,-0.46383470295040774
22,0.37369543360162516
23,-0.7451703553621982
24,1.8266579616283718
25,-0.6953862363870709
26,-0.1705662092285356
27,-0.3148703721649193
28,1.3302515402652966
29,2.069683592001621
30,1.3228520173557552
31,1.3656230482716085
32,0.13908352164751814
33,-1.531689755593414
34,-0.8556247893027199
35,-0.27040053565214917
36,1.0539903126744887
37,1.7283857549761494
38,0.6553980217327995
39,0.3788240409961623
40,-0.5396175234987948
41,-1.4031436918708553
42,-2.242985959001359
43,0.8308639237489444
44,-0.28131268845257806
45,-0.4846535034658495
46,-1.4137156679264244
47,0.13194950982371811
48,-1.6072744673601818
49,-0.9396995998972695
50,-1.4422056730178672
51,-0.3962829206184272
52,-0.8307058824428717
53,-1.6162567023734655
54,-0.8623246557964326
55,-0.12335666721233668
56,-0.06466209244518764
57,0.31620016881744273
58,-0.36141375328164305
59,-0.33638005654949654
60,-0.6612869803877106
61,-0.5084369554742207
62,-0.9179953078154881
63,-2.0268363433141614
64,-0.7208503489030758
65,-0.8029031092477618
66,-1.9855795058323897
67,-0.4579535539983619
68,-1.195570830502295
69,-0.47551437802601204
70,0.5295059337617005
71,0.5129820278270589
72,1.683775332856984
73,-0.015104251469552965
74,0.9796372070914046
75,0.29605540346597015
76,-0.13159922739531282
77,-0.08088768300984461
78,0.15800612749121012
79,0.6322156590381758
80,-0.325464769862728
81,1.3373758544687928
82,1.6569854248317577
83,-0.006507037493344026
84,2.3169617143346666
85,3.7575594296811072
86,4.003371883762927
87,3.0712678035194956
88,1.9157678658627482
89,3.4776031396147573
90,2.6938766197966535
91,4.088956515366838
92,3.76226667835883
93,4.554164670352198
