,0
0,1.7640523459676631
1,-7.921925340053065
2,-7.4404505799067175
3,-5.921796869580065
4,-5.459320351152417
5,-7.839538755633315
6,-6.919175181535872
7,-7.745947692094445
8,-8.06512767688516
9,-7.78771261729433
10,-7.985161469814001
11,-6.770845372052326
12,-6.87956661978426
13,-7.429051789111103
14,-7.319525456288334
15,-7.398585058812518
16,-6.261644344339661
17,-7.384597095705987
18,-7.271518166266356
19,-8.434224956490914
20,-10.706937199862027
21,-8.767066874106115
22,-7.924111453545521
23,-9.03275760886525
24,-6.445875422334671
25,-8.94799588007167
26,-8.39835091655221
27,-8.512901984606
28,-6.83307626790106
29,-6.053971607055036
30,-6.756148166737715
31,-6.663730642494187
32,-7.835627682546637
33,-9.446762546848657
34,-8.706067908976042
35,-8.051232007702051
36,-6.65226144213481
37,-5.8983367470674395
38,-6.886868852513624
39,-7.074088610934702
40,-7.898309747631662
41,-8.66278626367831
42,-9.398791205132243
43,-6.216362417979038
44,-7.2152691533022395
45,-7.300704199997586
46,-8.107284218697925
47,-6.434624417941394
48,-8.042409529614059
49,-7.239024066930872
50,-7.601424544704588
51,-6.41118207722108
52,-6.697156164799658
53,-7.330217916898316
54,-6.419849499810275
55,-5.520594570208753
56,-5.297862968985853
57,-4.749317741214755
58,-5.255710465772221
59,-5.056028512435785
60,-5.202974650957927
61,-4.868969092405282
62,-5.094298081216616
63,-6.0159598642492025
64,-4.5199715729931045
65,-4.409328618088413
66,-5.396748163096254
67,-3.671439033233705
68,-4.2090840117823705
69,-3.286905610750475
70,-2.077755295538211
71,-1.888284726524229
72,-0.5097779049485085
73,-1.999372064529059
74,-0.7939219648568214
75,-1.2655220144895811
76,-1.480073145229212
77,-1.2152888348090942
78,-0.7615064349795349
79,-0.071746743686258
80,-0.8133703524962883
81,1.065878338801463
82,1.6020914605098964
83,0.15524207714928906
84,2.6952374395182654
85,4.352089416683764
86,4.813728174204015
87,4.0968672545897435
88,3.1558727296649867
89,4.931321795961832
90,4.360164461639995
91,5.966616985856828
92,5.849952458367834
93,6.850379015120721
94,6.896633044132594
95,7.52286347384306
96,7.3131045472683835
97,9.193278234788375
98,8.594606265521573
99,8.907836393474089
100,10.676504378170108
101,8.482318264379302
102,7.7996375166335
103,9.630132723401418
104,8.331254256195674
105,11.01870685668673
106,9.969926413134122
107,9.459047777999404
108,11.934454621708916
109,12.732332507408879
110,13.855708956579692
111,13.74323053248268
112,12.239391674444077
113,14.444595091220467
114,13.31899639217256
115,14.116734777580843
116,14.687285528325798
117,14.018711559806682
118,14.62310749261713
119,15.260968234844146
120,15.151526943512732
121,13.77929402247027
122,14.577604011669493
123,15.900741673755574
124,14.609625955911632
125,14.715409325283705
126,14.435111514147046
127,16.588676852059915
128,16.466469808414846
129,16.405177381921888
130,15.317087337689287
131,16.153043578796712
132,15.273610635268035
133,15.616075145915945
134,15.049934436884042
135,16.093543535486226
136,16.450579995511156
137,15.94203266653284
138,16.380441386409082
139,15.093408001813323
140,14.102684405366219
141,15.402175208230544
142,15.588870632626406
143,16.208203880886273
144,18.299511342891254
145,17.992316570610118
146,16.28003997583861
147,17.563651807382794
148,15.628226486156146
149,15.614305868549634
150,15.803095882576423
151,17.58042718240348
152,15.971436762909256
153,15.272245860139487
154,15.529573581507297
155,14.946426967565836
156,16.3927135465627
157,14.79229803584241
158,14.030885856172379
159,14.193329243842877
160,14.028234907226782
161,16.28138000531011
162,16.335730054636038
163,15.713287657570948
164,14.179129828545133
165,15.445264928994465
166,14.021675434889358
167,12.809624916881095
168,14.759400075975737
169,14.611398269925207
170,15.237467402799126
171,14.94693514320049
172,15.402881796683314
173,14.105192394881495
174,13.113528642203855
175,14.181805905212833
176,13.024567621100756
177,12.573366489291256
178,12.418937055230087
179,12.66118840728214
180,12.291989478294722
181,11.0318414896807
182,11.03472219380964
183,9.228708355669703
184,11.03903216356346
185,9.393342014288203
186,9.104167258370149
187,9.888478780293845
188,9.31564433768186
189,11.290986724483641
190,9.328127851823872
191,10.072592951023504
192,9.951047818149167
193,8.753022148875598
194,9.804906562213796
195,9.450725202274768
196,10.241174500772289
197,10.632962455102954
198,12.22603499097048
199,12.259091405164318
200,10.793359557153357
201,10.303020913274612
202,11.279615136801773
203,11.213222287084504
204,11.22829390289392
205,8.993157726720568
206,9.476107499715607
207,8.727667619918872
208,9.293071857481152
209,9.046942562390775
210,9.913295838672953
211,9.695523723899349
212,10.123562814746357
213,9.08040392611543
214,8.129234626807575
215,8.078752181984678
216,8.273636532341467
217,8.667443198473787
218,10.704528940356106
219,9.436972230671106
220,8.1416608722652
221,8.066439446046115
222,7.742807829755147
223,8.435707991582484
224,6.666070984444383
225,7.416114290961645
226,7.668521433815058
227,7.853108218187911
228,7.123535866356814
229,7.136409381613542
230,5.870286155496487
231,6.124926091693716
232,6.016691644580234
233,6.854718754436209
234,5.640250207084466
235,7.033265755483613
236,8.312763043903582
237,5.4954404956592136
238,6.787182590305573
239,7.435545153348656
240,6.4961835643794315
241,6.364596138319096
242,6.494938008001698
243,6.351280644695781
244,6.262253835123534
245,4.828006737716236
246,6.916349789351712
247,7.696222596434215
248,6.357297069187875
249,5.202467161422876
250,6.533986756692844
251,5.932144738258506
252,6.432155890350437
253,6.179000813768953
254,7.107010061211202
255,7.563230266874217
256,6.484219496446068
257,5.401721909266335
258,4.591672931208568
259,6.221917875941409
260,5.06011171651676
261,5.2689911260553846
262,5.1788889046860085
263,5.6512975266944
264,3.972297086861828
265,5.295777320189988
266,6.0965076619289285
267,6.127890909411992
268,5.8641583372306805
269,6.201297280742049
270,6.673506138477329
271,3.786132412251061
272,7.156153043435188
273,6.960800539813368
274,6.091482085139324
275,6.012815776625663
276,6.805441318209281
277,6.564552131344184
278,4.615549718571996
279,7.7475847854261755
280,6.90475240576164
281,7.890651060762823
282,6.690125890811987
283,8.460420875873137
284,8.020726723603913
285,8.317426120702669
286,6.853372250935909
287,8.44724757020436
288,8.582153378226145
289,9.39832136912084
290,7.956454635789573
291,7.530212824617462
292,10.002307720363127
293,7.7830025113010715
294,7.859645037777321
295,9.01792925424031
296,8.50319782257119
297,8.84342751819175
298,8.016260038714737
299,8.40943517707317
300,6.842876537504525
301,9.029891300121967
302,8.146762241321769
303,7.3112635464501015
304,8.196369459316763
305,7.384979421397738
306,6.146723174361329
307,5.420512123670514
308,6.888748579226843
309,6.561424506736195
310,6.4805022329712765
311,7.611191279696007
312,5.927053358436948
313,5.585117728593513
314,5.586497886208658
315,5.931411040449484
316,5.8818482188582575
317,5.591232280426967
318,5.633879853859499
319,5.538061203930821
320,4.831822324509153
321,4.333125960503708
322,5.040626420055659
323,4.085014564193135
324,3.3361273087578764
325,3.660635085075802
326,3.793322159504494
327,6.199235784047994
328,4.391653300675311
329,5.387801298930064
330,5.568871611604557
331,3.786831814204626
332,4.899065874812582
333,3.2889486538899853
334,1.0379473181362537
335,2.9719188867897604
336,1.1810304281167934
337,2.5137879163870736
338,1.7923033652818736
339,3.79242490722924
340,4.087082472877167
341,2.88482252338101
342,2.1491349974057252
343,1.1487947704575658
344,1.2749180641880045
345,1.2886455726027326
346,1.104061746231327
347,1.456148566476225
348,1.9697231128238317
349,1.9793849132382237
350,0.9061173682973453
351,-0.2998378274027229
352,1.758602195774013
353,0.5050724222110075
354,0.04300400227364132
355,-0.1741775764135589
356,-1.7277510706748545
357,-1.2419139285956415
358,-1.2629019835894164
359,-0.26076809117989663
360,0.2448852365357821
361,-0.12983393694894163
362,0.689474296552518
363,0.4920034175739163
364,0.13093187469496614
365,0.14554824228114327
366,-0.23137047577426162
367,-0.6362683845084882
368,-0.7655460182602165
369,-1.7685626140797344
370,-0.9197221398592299
371,-1.9287071993586618
372,-0.5776509118260393
373,-1.1207433857297269
374,-0.9919080177796096
375,-0.5095556993505558
376,-0.11330992958611247
377,-2.0655002036241865
378,-1.5943415813714057
379,-0.46702322742478064
380,-2.509590433146091
381,-1.322652376025875
382,-3.5664691070428414
383,-3.3940599164540983
384,-2.500914576809535
385,-3.850116725409613
386,-3.8024565803486463
387,-4.416161725075303
388,-1.6709100562073418
389,-1.8989349739413872
390,-1.3294060621808448
391,-1.7295685989711873
392,-1.9197279294409735
393,-3.239813759350176
394,-2.5582160061287165
395,-2.825448596365767
396,-1.3078931734108195
397,-0.2783794248507443
398,0.7557962334609565
399,0.8943707143610277
400,-0.2179515240904808
401,-1.1076811741510215
402,0.32182243131393884
403,0.5492600245723347
404,-1.294547980587324
405,0.037379165428221395
406,1.0248303486499668
407,0.8908737383670005
408,0.782254823935759
409,0.21401637231467063
410,-0.6354574393829049
411,1.183802731058159
412,0.9056060669397028
413,1.0538868052019188
414,3.181304895722744
415,3.2889314072737634
416,3.369754490115228
417,3.3940859914665777
418,4.9453021999570215
419,6.048769567438288
420,6.110934748289472
421,6.1227897787886745
422,3.673192185928756
423,4.834887635877172
424,4.993055213828669
425,5.406283966555312
426,6.563299766448501
427,3.5938585089672426
428,4.525009671181078
429,5.6171577813608575
430,5.480228593324413
431,4.644073740241961
432,6.609650563924636
433,6.977477425876686
434,6.179273066551231
435,7.268739581838693
436,8.359614883942225
437,8.28499424371155
438,9.309420218348237
439,9.261196244435768
440,9.01755690507734
441,8.294622983351443
442,9.104667358583649
443,9.792256552962218
444,10.958348460672838
445,10.736386973672328
446,11.470181236205438
447,10.56098683730325
448,10.497851456249926
449,11.170197313491096
450,10.612947866642468
451,12.351449530891525
452,12.894079960375215
453,13.24614772074887
454,13.708468220107358
455,15.816763141194194
456,14.576841850863989
457,12.626113779988634
458,14.137977176830752
459,14.497033156754002
460,14.365607131027419
461,13.98153123457841
462,14.412546808254655
463,15.272483719836316
464,15.1112575993356
465,18.12161769488034
466,16.344520280102508
467,16.07317495519991
468,14.469930450021776
469,16.2346240968546
470,14.691831058342107
471,15.56235865024242
472,16.158548334929243
473,16.09917639331612
474,18.637862950806344
475,19.22720277252287
476,20.212500832950088
477,18.774972350766056
478,20.358927354661443
479,20.52027822777916
480,21.114848493476973
481,21.83343070801527
482,20.44180563468298
483,20.443580019707785
484,21.694492796786847
485,18.81595946422177
486,21.726909096945988
487,21.96675948030058
488,21.74528628783018
489,22.05650259490635
490,21.028870512556967
491,21.286614740240747
492,22.79800502993218
493,23.764424191234365
494,25.845536593256384
495,24.34059314422038
496,23.390708809906165
497,23.086819166685572
498,22.360717254466046
499,22.884583666664348
500,23.49705681472274
501,23.398533207581657
502,24.55701854666552
503,23.829657451843907
504,23.511975787648527
505,23.109172574829802
506,21.82062378234427
507,21.175170178714048
508,21.044525537584896
509,23.273922668519496
510,23.855439393902962
511,24.818050297631324
512,22.737990524313343
513,21.250932307285538
514,21.652942530551297
515,22.431330414427986
516,23.055295028062137
517,23.94649561887883
518,23.700893947585904
519,25.171271258433013
520,23.97106786240841
521,22.87952601619206
522,21.512813778292788
523,21.46647880891503
524,22.322954647612836
525,21.47489178808076
526,22.884965893539636
527,23.938237654884233
528,20.77845143713202
529,22.589746550830238
530,20.06542405720307
531,21.50699758789596
532,22.74140521057741
